2 428.92	316.5765000818
3 813.30	594.8536956193	
4 725.54	164.5729349228
5 904.86	241.886901529	
6 1496.52	1033.9111920911	
7 3878.01	2174.1423689131 
8 3111.85	1795.1264853722

